custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
9138-CLWCEI-3Y8,Zone 1,4,Female,55,50-64,January,15,Some college,"Operation, Fabrication, General Labor",No,14,11 to 15,No,89,4.49,$75 - $124,20.6,3.23,1.17,15.11,2.72,No,Neutral,Married,17,College degree,4,1,0,0,0,1,0,0,0,Own,Single-family,11,8 to 15,3,Own,Domestic,59.5,Luxury,No,Yes,Car,Single occupancy,20,Yes,Yes,No,Yes,No,No,0,No,0,No,No response,Slightly liberal,No,No,Yes,Visa,None,Other,Yes,28,5,Mastercard,Other,Cash back,Yes,20,More than 15,7,304.8,3,126.56,Yes,Cereal,50,No,10.6,2.36,541.7,6.29,1,38.5,3.65,1908.6,7.55,No,0,#NULL!,0,#NULL!,Yes,22,3.09,1065,6.97,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,17,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
4585-IKDBHH-3FN,Zone 4,5,Female,60,50-64,September,13,High school degree,Sales and Office,No,3,2 to 5,No,48,3.87,$25 - $49,26.8,1.35,0.3,11.51,2.44,No,Highly dissatisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,30,More than 25,2,Lease,Import,25,Standard,No,Yes,Walk,Non-motorized,28,Yes,No,No,No,Yes,Yes,0,Yes,0,No,Convenience,Slightly conservative,No,No,Yes,Visa,None,None,No,14,4,Discover,Platinum,Cash back,No,15,11 to 15,13,764.83,9,409.38,Yes,Cereal,48,No,11.45,2.44,581.65,6.37,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
3430-NCZHSQ-D8T,Zone 4,5,Female,29,25-34,November,12,High school degree,"Precision Production, Craft, Repair",No,5,2 to 5,No,22,3.09,Under $25,10.9,0.84,-0.18,1.56,0.44,No,Neutral,Unmarried,-1,Not married,1,3,0,3,0,0,0,0,0,Rent,Multiple-Family,7,4 to 7,3,Lease,Domestic,11.5,Economy,No,No,Car,Single occupancy,21,Yes,No,Yes,No,Yes,No,0,No,0,No,No response,Liberal,No,Yes,Yes,Other,Gold,Cash back,Yes,6,3,Visa,None,Cash back,No,5,2 to 5,11,381.48,3,63.73,No,Cereal,11,Yes,3.55,1.27,48.2,3.88,1,15.75,2.76,171.6,5.15,No,0,#NULL!,0,#NULL!,Yes,12.5,2.53,120,4.79,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,22,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
6288-TNYHFD-YG4,Zone 1,1,Male,65,>65,March,19,College degree,Sales and Office,No,6,6 to 10,Yes,9,2.2,Under $25,10.9,0.2,-1.62,0.78,-0.24,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,11,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,19,No,No,No,No,No,No,0,Yes,0,No,Convenience,Liberal,No,No,Yes,Visa,None,Cash back,No,9,3,Discover,Platinum,Other,No,10,6 to 10,7,135.18,4,93.09,No,Oatmeal,20,Yes,3.6,1.28,48.25,3.88,0,0,#NULL!,0,#NULL!,Yes,24.55,3.2,465.15,6.14,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,Yes,No,Cable modem,No,No,No,No,Yes,No,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
8259-ZZWTHZ-BZT,Zone 5,4,Male,49,35-49,January,13,High school degree,"Operation, Fabrication, General Labor",No,13,11 to 15,No,73,4.29,$50 - $74,14,2.8,1.03,7.42,2,No,Somewhat dissatisfied,Married,16,Some college,4,0,0,0,0,0,0,0,0,Rent,Multiple-Family,6,4 to 7,1,Own,Domestic,40.2,Luxury,No,No,Walk,Non-motorized,31,No,No,No,Yes,No,Yes,0,Yes,0,Yes,No response,Conservative,Yes,No,Yes,Mastercard,Other,Cash back,No,15,4,Discover,Platinum,Other,No,14,11 to 15,4,156.28,5,215.29,No,Cereal,41,No,14.2,2.65,603.1,6.4,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,18.75,2.93,815,6.7,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,Yes,No,No,Yes,29,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
5138-TKLDMP-JPI,Zone 5,3,Female,45,35-49,November,13,High school degree,Sales and Office,No,5,2 to 5,No,67,4.2,$50 - $74,5.3,0.53,-0.64,3.02,1.11,No,Highly dissatisfied,Married,15,Some college,3,5,0,0,0,0,0,0,5,Own,Single-family,15,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Train/Subway,Public transportation,25,No,No,Yes,No,Yes,No,0,No,0,No,No response,Slightly conservative,No,No,No,Visa,Gold,None,No,18,5,Mastercard,Gold,1,No,10,6 to 10,13,439.44,8,261.96,No,Cereal,32,No,6.8,1.92,236.5,5.47,0,0,#NULL!,0,#NULL!,Yes,25.35,3.23,770.45,6.65,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,No,No,No,No,Yes,Yes,24,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
4090-GTXCLZ-LPL,Zone 1,1,Male,66,>65,May,10,Did not complete high school,Sales and Office,Yes,4,2 to 5,No,25,3.22,$25 - $49,9.6,0.5,-0.7,1.9,0.64,No,Highly dissatisfied,Unmarried,-1,Not married,1,3,1,0,2,0,0,0,0,Rent,Single-family,28,More than 25,2,Lease,Domestic,13.5,Economy,No,No,Car,Single occupancy,18,Yes,No,No,No,Yes,No,0,Yes,0,No,Prices,Conservative,No,Yes,Yes,American Express,None,Cash back,No,16,5,Discover,Gold,Airline miles,No,11,11 to 15,12,250.41,1,27.93,No,Cereal,52,No,12.65,2.54,699,6.55,1,11.75,2.46,556.35,6.32,No,0,#NULL!,0,#NULL!,Yes,13.75,2.62,670,6.51,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,No,Yes,Yes,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
5851-TVXKLY-M2A,Zone 1,2,Male,18,18-24,August,13,High school degree,Sales and Office,No,0,Less than 2,No,14,2.64,Under $25,6.5,0.69,-0.38,0.22,-1.49,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,3,0,3,0,0,0,0,0,Own,Single-family,0,Less than 3,4,Lease,Domestic,6.2,Economy,No,Yes,Car,Single occupancy,28,Yes,No,No,No,No,No,1,No,0,Yes,No response,Moderate,No,No,Yes,Visa,None,Cash back,No,1,1,Mastercard,Other,Other,No,1,Less than 2,8,173.38,8,177.12,Yes,Energy bar,2,Yes,2.65,0.97,3.5,1.25,1,17.75,2.88,34.3,3.54,Yes,40.4,3.7,39.95,3.69,Yes,12.75,2.55,5,1.61,Yes,28.25,3.34,21.7,3.08,0,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,27,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5696-AMUFSA-EDM,Zone 3,1,Male,61,50-64,April,18,College degree,"Operation, Fabrication, General Labor",No,25,More than 15,No,123,4.81,$75 - $124,1,0.89,-0.12,0.34,-1.07,No,Highly satisfied,Unmarried,-1,Not married,1,1,1,0,0,0,0,0,0,Own,Single-family,20,16 to 25,2,Own,Domestic,39.7,Standard,No,No,Bicycle,Non-motorized,27,No,No,No,Yes,No,Yes,1,No,0,No,No response,Moderate,No,No,Yes,Mastercard,Platinum,Airline miles,No,24,5,Visa,Gold,Cash back,No,13,11 to 15,12,403.65,3,68.83,Yes,Energy bar,42,No,14.85,2.7,633.4,6.45,1,30.5,3.42,1257,7.14,Yes,47.7,3.86,1900.75,7.55,Yes,17.75,2.88,685,6.53,Yes,54.95,4.01,2182.05,7.69,1,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
6464-LWDKAY-TIZ,Zone 1,2,Female,79,>65,October,10,Did not complete high school,"Operation, Fabrication, General Labor",No,39,More than 15,Yes,57,4.04,$50 - $74,12,2.09,0.74,4.75,1.56,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,17,16 to 25,2,Own,Import,46.2,Luxury,No,No,Car,Single occupancy,21,Yes,No,No,No,Yes,No,0,Yes,0,No,No response,Slightly liberal,No,No,No,Mastercard,Gold,Cash back,Yes,25,5,Visa,Platinum,Airline miles,No,24,More than 15,8,123.92,0,0,No,Oatmeal,57,No,10,2.3,550.05,6.31,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,19,2.94,1110,7.01,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,Yes,Yes,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
9302-ESJDZV-MAD,Zone 1,1,Female,50,50-64,December,14,High school degree,"Operation, Fabrication, General Labor",No,22,More than 15,No,85,4.44,$75 - $124,4.4,0.58,-0.55,3.16,1.15,No,Neutral,Married,13,High school degree,3,2,2,0,0,0,0,0,0,Own,Single-family,20,16 to 25,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,19,No,No,No,Yes,No,No,0,No,0,No,No response,Conservative,Yes,No,Yes,Mastercard,None,Other,Yes,30,5,Discover,None,Other,No,23,More than 15,10,285.19,6,152.46,No,Cereal,63,No,9.75,2.28,593,6.39,1,19.75,2.98,1210.5,7.1,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,None,No,Yes,No,Yes,Yes,Yes,18,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
3421-JRQVBI-0GE,Zone 4,2,Male,70,>65,February,19,College degree,"Operation, Fabrication, General Labor",No,31,More than 15,No,324,5.78,$125+,22.8,13.96,2.64,59.91,4.09,No,Highly satisfied,Married,23,Post-undergraduate degree,2,1,1,0,0,0,0,0,0,Rent,Single-family,27,More than 25,0,N/A,N/A,-1,N/A,N/A,No,Carpool,Multiple occupancy,18,No,No,Yes,No,No,No,0,Yes,0,No,No response,Moderate,No,No,Yes,American Express,Gold,None,Yes,33,5,Discover,Other,1,No,25,More than 15,10,1010.76,5,658.42,No,Cereal,69,No,35,3.56,2369.65,7.77,1,67,4.2,4580.65,8.43,Yes,91.2,4.51,5996.85,8.7,Yes,25.25,3.23,1680,7.43,Yes,130.75,4.87,8675.05,9.07,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5927-BCKKNM-RQ2,Zone 2,2,Female,46,35-49,May,17,College degree,Sales and Office,No,6,6 to 10,No,88,4.48,$75 - $124,9.2,2.89,1.06,5.21,1.65,Yes,Somewhat satisfied,Unmarried,-1,Not married,1,10,0,0,0,0,0,0,10,Rent,Multiple-Family,14,8 to 15,1,Own,Domestic,52.6,Luxury,Yes,No,Walk,Non-motorized,26,No,No,No,No,No,No,0,Yes,0,No,No response,Slightly conservative,No,Yes,No,Discover,Other,Airline miles,No,7,3,Visa,Gold,Cash back,No,6,6 to 10,8,187.67,3,65.81,Yes,Cereal,22,No,6.05,1.8,113.05,4.73,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,Yes,Yes,28,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
0054-JUDZVU-3JR,Zone 3,3,Male,28,25-34,February,9,Did not complete high school,Sales and Office,No,2,2 to 5,No,20,3,Under $25,17.2,1.08,0.08,2.36,0.86,No,Highly satisfied,Married,5,Did not complete high school,4,0,0,0,0,0,0,0,0,Own,Single-family,3,4 to 7,0,N/A,N/A,-1,N/A,N/A,No,Carpool,Multiple occupancy,29,No,No,Yes,Yes,No,No,0,Yes,0,No,No response,Slightly liberal,No,No,No,Discover,Platinum,Cash back,No,7,3,Visa,None,Cash back,No,6,6 to 10,12,514.49,3,98.57,No,Cereal,20,No,8.55,2.15,148.2,5,1,27.5,3.31,522.6,6.26,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,18,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
8881-BQDIRE-BY8,Zone 5,4,Female,46,35-49,February,12,High school degree,Service,No,16,More than 15,No,90,4.5,$75 - $124,6.6,1.31,0.27,4.63,1.53,No,Highly satisfied,Married,8,Did not complete high school,2,7,1,1,0,0,0,0,5,Own,Mobile Home,14,8 to 15,3,Own,Import,41.1,Luxury,No,Yes,Car,Single occupancy,27,Yes,No,No,No,No,No,0,No,0,No,Convenience,Conservative,No,No,Yes,American Express,Other,Other,No,28,5,Mastercard,Platinum,Airline miles,No,22,More than 15,7,500.17,9,590.92,Yes,Oatmeal,61,No,15.25,2.72,907.3,6.81,1,32,3.47,1964.55,7.58,No,0,#NULL!,0,#NULL!,Yes,16.75,2.82,980,6.89,No,0,#NULL!,0,#NULL!,1,No,No,None,No,Yes,Yes,Yes,No,Yes,19,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
4373-PJEXWR-VRD,Zone 1,2,Female,52,50-64,June,14,High school degree,Managerial and Professional,No,10,6 to 10,No,128,4.85,$125+,7.4,1.97,0.68,7.5,2.02,No,Somewhat satisfied,Unmarried,-1,Not married,1,1,1,0,0,0,0,0,0,Own,Single-family,21,16 to 25,1,Own,Import,60.4,Luxury,No,No,Car,Single occupancy,18,Yes,No,Yes,No,Yes,No,0,No,0,No,Service,Conservative,Yes,No,No,Discover,Platinum,Cash back,Yes,33,5,American Express,None,Cash back,No,21,More than 15,9,175.86,5,127.95,Yes,Energy bar,52,No,12.8,2.55,720.95,6.58,1,15.5,2.74,796.8,6.68,Yes,28.15,3.34,1537.95,7.34,Yes,14,2.64,695,6.54,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,No,Yes,No,Yes,21,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
3220-PQJLML-PG0,Zone 3,5,Male,35,35-49,April,19,College degree,"Precision Production, Craft, Repair",No,6,6 to 10,No,60,4.09,$50 - $74,10.1,3.56,1.27,2.5,0.91,Yes,Somewhat dissatisfied,Married,15,Some college,2,5,1,0,0,0,0,0,4,Own,Single-family,8,8 to 15,2,Own,Domestic,29.8,Standard,Yes,Yes,Telecommute,Telecommute,24,Yes,No,Yes,No,No,No,0,No,0,Yes,No response,Moderate,No,No,Yes,Discover,Other,None,Yes,13,4,American Express,Gold,Other,Yes,15,11 to 15,14,447.47,6,175.97,No,Cereal,24,Yes,6.15,1.82,149.15,5,0,0,#NULL!,0,#NULL!,Yes,37.2,3.62,832.5,6.72,Yes,18,2.89,405,6,Yes,25.6,3.24,607.7,6.41,1,Yes,Yes,Other,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
4424-OJYKHC-J3Q,Zone 2,3,Female,53,50-64,June,20,Post-undergraduate degree,Managerial and Professional,No,10,6 to 10,No,368,5.91,$125+,15.4,2.83,1.04,53.84,3.99,Yes,Neutral,Unmarried,-1,Not married,1,1,0,1,0,0,0,0,0,Own,Single-family,30,More than 25,1,Own,Import,88.5,Luxury,Yes,No,Walk,Non-motorized,21,No,No,Yes,Yes,Yes,No,0,Yes,0,No,Prices,Moderate,Yes,No,Yes,Mastercard,Gold,Airline miles,No,25,5,Discover,Platinum,1,No,11,11 to 15,7,239.42,5,250.8,No,Oatmeal,42,No,6.4,1.86,280.75,5.64,1,43.5,3.77,1860.45,7.53,Yes,62.65,4.14,2564.8,7.85,Yes,35.25,3.56,1420,7.26,Yes,45.45,3.82,1816.05,7.5,1,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,No,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
6720-GHEOEK-J4I,Zone 5,5,Male,58,50-64,February,9,Did not complete high school,Sales and Office,No,4,2 to 5,No,32,3.47,$25 - $49,10.4,0.41,-0.89,2.92,1.07,No,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,24,16 to 25,2,Own,Domestic,12.3,Economy,No,Yes,Car,Single occupancy,25,Yes,No,Yes,Yes,Yes,No,0,Yes,0,Yes,No response,Conservative,No,Yes,No,Mastercard,Other,None,No,8,3,Visa,Other,1,No,5,2 to 5,9,414.26,10,317.45,Yes,Oatmeal,11,No,7.1,1.96,59.95,4.09,1,18,2.89,216.4,5.38,No,0,#NULL!,0,#NULL!,Yes,8.25,2.11,80,4.38,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,No,No,Yes,No,Yes,18,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
7907-CDNSOC-34F,Zone 2,5,Male,75,>65,April,6,Did not complete high school,"Operation, Fabrication, General Labor",Yes,35,More than 15,Yes,16,2.77,Under $25,6.7,0.31,-1.16,0.76,-0.28,No,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,11,8 to 15,1,Own,Import,5.8,Economy,No,Yes,Bus,Public transportation,32,No,No,No,Yes,No,No,0,Yes,0,No,No response,Moderate,Yes,No,Yes,Mastercard,Gold,None,No,30,5,Visa,None,Airline miles,No,22,More than 15,9,175.25,4,60.42,No,Oatmeal,64,No,23,3.14,1448.25,7.28,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,17.25,2.85,1090,6.99,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
2287-WDDHSP-CKT,Zone 1,1,Male,35,35-49,March,12,High school degree,"Operation, Fabrication, General Labor",No,13,11 to 15,No,42,3.74,$25 - $49,10.4,2.17,0.78,2.2,0.79,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,2,2,0,0,0,0,0,0,Own,Single-family,12,8 to 15,3,Own,Import,22.5,Standard,Yes,No,Car,Single occupancy,22,Yes,No,No,No,No,No,0,No,0,No,No response,Moderate,No,No,Yes,Mastercard,Platinum,Airline miles,Yes,14,4,Other,Other,Other,No,11,11 to 15,12,422.87,6,147.3,Yes,Energy bar,43,No,7.9,2.07,340.85,5.83,0,0,#NULL!,0,#NULL!,Yes,22.35,3.11,1002.4,6.91,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
6654-BRBWDP-IS8,Zone 1,1,Female,43,35-49,November,16,Some college,Managerial and Professional,No,4,2 to 5,No,51,3.93,$50 - $74,3,0.77,-0.26,0.76,-0.28,No,Highly satisfied,Married,14,High school degree,6,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,18,16 to 25,3,Own,Domestic,25.3,Standard,Yes,Yes,Car,Single occupancy,17,Yes,No,No,No,Yes,No,0,No,0,Yes,Prices,Liberal,No,No,No,American Express,Gold,Airline miles,No,25,5,Mastercard,Other,Cash back,No,22,More than 15,17,623.12,5,186.08,No,Cereal,61,No,12.15,2.5,811.7,6.7,1,12,2.48,736,6.6,No,0,#NULL!,0,#NULL!,Yes,22.75,3.12,1380,7.23,No,0,#NULL!,0,#NULL!,0,No,No,None,No,No,No,No,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
0697-MGZOBI-YLB,Zone 3,2,Male,62,50-64,December,15,Some college,Managerial and Professional,No,24,More than 15,No,75,4.32,$75 - $124,2.9,0.89,-0.11,1.28,0.25,No,Neutral,Married,15,Some college,2,6,1,0,0,0,0,0,5,Own,Condominium/Townhouse,42,More than 25,1,Own,Domestic,37.1,Standard,No,No,Car,Single occupancy,21,Yes,No,No,No,Yes,No,0,No,0,No,No response,Moderate,No,No,No,Visa,Platinum,None,Yes,37,5,American Express,Platinum,Other,No,30,More than 15,12,376.26,4,117.71,No,Cereal,71,No,37,3.61,2605.4,7.87,1,41.75,3.73,3058.55,8.03,Yes,48.5,3.88,3353.45,8.12,Yes,33,3.5,2235,7.71,Yes,64.35,4.16,4584.1,8.43,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
5427-GTPZNA-5IC,Zone 3,1,Male,60,50-64,December,11,Did not complete high school,Managerial and Professional,No,19,More than 15,No,52,3.95,$50 - $74,4.3,0.37,-0.99,1.86,0.62,No,Somewhat satisfied,Unmarried,-1,Not married,1,9,2,0,0,0,0,0,7,Rent,Multiple-Family,13,8 to 15,3,Own,Domestic,22.7,Standard,No,No,Car,Single occupancy,32,Yes,No,No,No,Yes,No,0,No,0,Yes,No response,Slightly conservative,Yes,No,Yes,American Express,Other,None,No,34,5,Visa,Other,1,No,25,More than 15,6,178.67,5,142.17,No,Energy bar,69,No,26.75,3.29,1889.7,7.54,1,44.5,3.8,3172.6,8.06,No,0,#NULL!,0,#NULL!,Yes,11.5,2.44,830,6.72,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,Yes,1,No,No
2985-UEDVPQ-UJX,Zone 1,1,Male,78,>65,April,17,College degree,Sales and Office,No,15,11 to 15,Yes,9,2.2,Under $25,7.9,0.14,-1.96,0.57,-0.56,No,Neutral,Married,15,Some college,2,5,0,0,0,0,0,0,5,Own,Mobile Home,40,More than 25,2,Lease,Domestic,4.4,Economy,No,No,Car,Single occupancy,20,Yes,No,No,Yes,No,No,0,No,0,Yes,No response,Slightly liberal,No,No,No,Visa,Gold,Airline miles,No,40,5,Discover,Gold,Airline miles,No,30,More than 15,2,23.54,0,0,No,Oatmeal,72,No,22.05,3.09,1569.05,7.36,1,35.5,3.57,2620.45,7.87,No,0,#NULL!,0,#NULL!,Yes,22,3.09,1640,7.4,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,No,Yes,Yes,No,Yes,15,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
0631-GIKTBI-EZC,Zone 4,3,Male,72,>65,October,16,Some college,Sales and Office,Yes,9,6 to 10,Yes,10,2.3,Under $25,11.6,0.31,-1.16,0.85,-0.16,Yes,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,19,16 to 25,4,Lease,Import,4.4,Economy,Yes,No,Car,Single occupancy,25,Yes,No,Yes,Yes,No,Yes,0,No,0,No,No response,Slightly conservative,No,No,No,Mastercard,Other,Cash back,No,31,5,Visa,None,1,No,25,More than 15,7,73.26,3,36.73,Yes,Oatmeal,65,No,52.9,3.97,3300.9,8.1,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,8.75,2.17,585,6.37,No,0,#NULL!,0,#NULL!,1,No,No,Dial-up,No,No,No,No,Yes,Yes,25,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No
5147-SQBPLA-Q8K,Zone 2,1,Female,64,50-64,December,16,Some college,Sales and Office,No,9,6 to 10,No,42,3.74,$25 - $49,8,2.34,0.85,1.02,0.02,No,Somewhat satisfied,Married,12,High school degree,2,7,1,0,0,0,0,0,6,Own,Single-family,37,More than 25,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,19,No,No,No,Yes,No,No,0,No,0,No,Prices,Moderate,No,No,Yes,Discover,Platinum,Cash back,No,33,5,Visa,Platinum,Airline miles,No,23,More than 15,13,228.19,2,33.93,No,Oatmeal,61,No,13.8,2.62,860,6.76,0,0,#NULL!,0,#NULL!,Yes,34.4,3.54,2115.8,7.66,Yes,27.75,3.32,1645,7.41,No,0,#NULL!,0,#NULL!,1,Yes,No,Dial-up,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
3075-SHBJQE-7HO,Zone 1,2,Female,40,35-49,June,14,High school degree,Managerial and Professional,No,8,6 to 10,No,61,4.11,$50 - $74,8.7,2.5,0.92,2.81,1.03,No,Highly satisfied,Unmarried,-1,Not married,1,6,0,0,0,0,0,0,6,Own,Condominium/Townhouse,8,8 to 15,2,Own,Domestic,26.7,Standard,Yes,No,Carpool,Multiple occupancy,26,No,No,Yes,No,No,No,1,No,0,No,Prices,Slightly liberal,No,No,Yes,Mastercard,None,Cash back,No,8,3,Visa,Platinum,Other,No,5,2 to 5,15,460.18,3,86.86,Yes,Oatmeal,12,No,7.65,2.03,80.85,4.39,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,None,No,Yes,No,No,No,Yes,22,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No
5939-IMPNSE-CM5,Zone 4,4,Female,48,35-49,May,18,College degree,"Operation, Fabrication, General Labor",No,11,11 to 15,No,25,3.22,$25 - $49,9.5,1.25,0.23,1.12,0.11,No,Neutral,Married,17,College degree,2,7,2,0,0,0,0,0,5,Own,Condominium/Townhouse,18,16 to 25,1,Own,Import,9.2,Economy,No,Yes,Bus,Public transportation,24,No,No,No,Yes,Yes,No,0,Yes,0,No,Prices,Moderate,No,No,Yes,American Express,Other,Airline miles,No,28,5,Discover,Gold,Airline miles,No,19,More than 15,13,272.02,9,175.7,Yes,Cereal,60,No,11,2.4,640.15,6.46,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,11.75,2.46,680,6.52,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
